altura;peso;imc;genero
;76.8207863537171;28.469591287554934;Mujer
1.815069625798583;;17.162639444742407;Mujer
1.4158517865950389;106.77618830888787;;Hombre
1,2694293059598132;84.93820120085854;52.7091507603447;
1.565636517136047;73A4144054139782;29.950177538482315;Mujer
1.8078316792674478;93.9431890529139;20-7-2024;Hombre
1.5942560090809974;60.95277139531272;23.981554539974713;ujer
1.5419632883587662;56.81486321421927;23.89537758399819;
1.7400071404817707;80.02205583296522;26.43063781872143;Hom
1.5728990109965806;100.37078048499872;40.570057434226484;
1.4332466412765688;74.20286997635543;36.122586322851475;Mujer
1.9495461051916696;120.41678970033271;31.6825423497383;Hombre
1.6931508028904947;85.96292281838086;29.986093559813593;Hombre
1.7382189407372552;62.55989518280279;20.705563604817407;Hombre
1.7706212415635003;74.86354466730135;23.879160049394812;Hombre
1.6016013791494945;64.4099898741027;25.10986412532959;Mujer
1.1276582787114953;54.36100952283623;42.74964257898388;Hombre
2.1792403602072867;69.95128248090958;14.7294121346511;Hombre
1.5463273477767567;56.538108428477706;23.644950051823685;Mujer
1.633056328412368;60.597011526702815;22.72212143892901;Hombre
1.753598924442804;61.924971844288706;20.137487179260468;Mujer
1.6704768503274519;65.62798270278425;23.518419461618503;Mujer
2.437818207183736;88.97265355322364;14.97110687520328;Hombre
1.9492180582489804;93.32115689654775;24.561747459927204;Hombre
1.3555602396545745;33.772735713643534;18.379284381371075;Mujer
1.5874888555499334;81.29548497698107;32.25856587189792;Mujer
1.4858346758728225;101.536781507593;45.99201253784758;Hombre
1.951393997520431;103.98320777019994;27.3069554179544;Hombre
1.805315863637684;101.31552890459767;31.086341894414268;Hombre
1.5558048701953395;70.40738701365596;29.08760564410066;Mujer
1.556812332128625;112.67809963736187;46.490796579467094;Hombre
1.6274538087718393;57.55710116261294;21.731093013663237;Mujer
1.8623064693467293;104.63285696199225;30.16933794579765;Hombre
1.9202507291666935;81.85496819005492;22.198783042049342;Hombre
1.6588704153860199;95.81838329453998;34.81961101017629;Hombre
1.7925145982616573;116.20474633228966;36.165832326818595;Hombre
1.6804658724937394;94.71793388509548;33.540754040540975;Hombre
1.644367889435155;46.05079227440278;17.030960098045902;Mujer
1.6837772073818016;87.79306302124753;30.966416353951562;Hombre
1.7221709429650216;87.80838358293782;29.60625447663646;Hombre
1.7819874359817962;88.71664286720798;27.938032865293447;Hombre
1.702306283205344;63.36029130997176;21.864611301565578;Mujer
2.075541083081441;86.97692027496777;20.190234239651957;Hombre
1.8359093361592096;62.393361230907;18.511257482459442;Mujer
1.5549907839260106;85.14757398918563;35.21410377993976;Hombre
1.612908949241949;106.78089114917809;41.04628324929151;Hombre
1.752698213523056;59.03968354138368;19.218953365229527;Hombre
1.6882143535192284;114.8869430796475;40.31025050438275;Hombre
1.603994723089712;84.44470965819504;32.82211603194072;Mujer
1.9404851335515363;64.54408784042954;17.140987090710144;Mujer
1.498581343767413;74.97752805172318;33.386467831387165;Mujer
1.9030329700516169;52.68207393691204;14.546892802929296;Hombre
1.2715488179142536;80.74778379778274;49.941839496323226;Mujer
1.431261968901746;70.08612879249834;34.21320892436999;Mujer
1.9547899059491407;107.69259256905835;28.182898507202395;Hombre
1.6624544191203254;61.33950490011061;22.194265285770758;Mujer
1.9665817141417947;80.72371883906574;20.872629671347216;Hombre
1.8485377812821617;78.88329407365717;23.084920077266535;Hombre
1.5981925158411234;65.76531051739526;25.747714795633748;Hombre
1.3636299253300659;107.09540199905847;57.59407114811834;Hombre
1.6795272742159622;71.27430905964479;25.267303342049125;Mujer
1.626976380531248;73.7464704411128;27.859848035680347;Mujer
1.548160228177228;85.2694128318831;35.57635578894913;Hombre
2.0397343255068328;74.13315595082138;17.818259522778035;Hombre
1.7280774346664656;87.25637702748058;29.219365319770482;Hombre
1.597254934192387;59.82438938995759;23.449295405999894;Mujer
1.5646876166110504;88.6939520462711;36.22752925531116;Mujer
1.8669424496440439;104.2397362495064;29.906903035652054;Hombre
1.9036255705322076;89.67743420173952;24.746860734566745;Hombre
1.8719504538571134;72.10084114805373;20.575558465983192;Mujer
1.6224818271235797;73.06736772324622;27.756441048799065;Mujer
2.0346036517375983;104.78225279810005;25.312095022519927;Hombre
1.5294655175858904;88.17716872112167;37.694394354753435;Hombre
1.5732222950722656;87.72810745005764;35.445293401361766;Hombre
1.4712954696933804;89.16734625393812;41.191351941121475;Hombre
1.6071339739078245;95.82431076671736;37.099797602809886;Hombre
1.6944157334351924;95.24760746269892;33.17524391107002;Mujer
1.7662005666975238;45.883934038597545;14.70891394808862;Mujer
1.7467291028010397;83.34069589624852;27.315302225481524;Hombre
2.0369203940176126;75.82461753452671;18.27519903284736;Hombre
1.5288251695466692;106.4621394792763;45.54907286568447;Mujer
1.7396655352539439;73.03709043915069;24.133035103573967;Hombre
1.415380722069673;81.10623206667334;40.486261304733524;Hombre
1.576593957488408;60.77736245543889;24.451310106573768;Mujer
1.7278034031460845;62.94299431862326;21.084278743362646;Mujer
1.7303420998491934;75.78318441989549;25.3109765540201;Hombre
1.9695217728857128;80.90600728194721;20.85735325470102;Hombre
1.7057023524944253;58.68976712011517;20.17232188038046;Mujer
1.590690207658204;53.39667336767068;21.10294106476622;Mujer
